IP Address,Common Name,Organization,Subject Alternative DNS Name,Subject Alternative IP address
"3.69.249.229","old3.orders-emea-test2.roche.com","Magento Cloud","",""
"3.70.7.19","qtt-repository-prod.roche.com","Hoffmann-La Roche","qtt-repository-prod.roche.com|qtt-repository-prod.eu-west-1.elasticbeanstalk.com|qtt-repository-prod.eu-central-1.elasticbeanstalk.com",""
"3.70.79.54","qa-emea.leap.roche.com","","qa-emea.leap.roche.com|www.qa-emea.leap.roche.com",""
"3.70.123.96","orders-graprime-test2.roche.com","Magento Cloud","",""
"3.71.140.79","qa-mock.dpmsys.roche.com","","qa-mock.dpmsys.roche.com",""
"44.229.4.212","dev-tracker.roche.com","","dev-tracker.roche.com|www.dev-tracker.roche.com",""
"44.229.151.2","test.rdchat.roche.com","","test.rdchat.roche.com",""
"98.85.102.67","gsctrackandtracedevelop.roche.com","","gsctrackandtracedevelop.roche.com|www.gsctrackandtracedevelop.roche.com",""
"54.222.239.35","*.roche.com.cn","Roche (China) Holding Ltd","",""
"100.20.150.30","rmspathtraining-images.roche.com","","rmspathtraining-images.roche.com",""
"100.21.52.201","cmg-oasis-dev-talk2data.roche.com","","cmg-oasis-dev-talk2data.roche.com",""
"34.216.158.77","cmg-oasis-prod-analyticshub.roche.com","","cmg-oasis-prod-analyticshub.roche.com",""
"34.218.92.164","inest.datatracker.roche.com","","inest.datatracker.roche.com",""
"34.218.142.32","cmg-oasis-dev-talk2data.roche.com","","cmg-oasis-dev-talk2data.roche.com",""
"3.64.119.116","old3.orders-emea-test2.roche.com","Magento Cloud","",""
"3.64.160.43","orders-graprime.roche.com","Magento Cloud","",""
"3.64.182.174","flow.brandbox.roche.com","","flow.brandbox.roche.com|www.flow.brandbox.roche.com",""
"3.64.200.112","dev-api-news.roche.com","","dev-api-news.roche.com",""
"3.65.51.140","qa-bundle-center.dpmsys.roche.com","","qa-bundle-center.dpmsys.roche.com",""
"3.65.99.85","datamesh-design-studio.roche.com","","datamesh-design-studio.roche.com",""
"3.66.94.153","orders-graprime-test1.roche.com","Magento Cloud","",""
"3.66.100.184","prod-xtm.dpmsys.roche.com","","prod-xtm.dpmsys.roche.com",""
"3.66.101.212","api.mobileverification.roche.com","","api.mobileverification.roche.com",""
"3.66.119.106","lab-cm.leap.roche.com","","lab-cm.leap.roche.com",""
"3.66.247.23","api-test-at.roche.com","","api-test-at.roche.com",""
"3.67.130.84","lb-sb-translations.navify-uat.roche.com","","lb-sb-translations.navify-uat.roche.com",""
"3.67.141.163","intradoreleases-develop.cwp.roche.com","","intradoreleases-develop.cwp.roche.com",""
"3.67.144.165","remoteservice.roche.com","F.Hoffmann-La Roche AGF.","remoteservice.roche.com",""
"3.67.160.155","api-news.roche.com","","api-news.roche.com",""
"3.67.231.148","CloudFlare Origin Certificate","CloudFlare, Inc.","ordering-dev.roche.com|ordering-preprod.roche.com|ordering-test.roche.com|ordering.roche.com",""
"3.67.236.207","orders-graprime.roche.com","Magento Cloud","",""
"3.67.248.75","api-news.roche.com","","api-news.roche.com",""
"18.175.74.58","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"52.21.162.208","*.pspo.roche.com","Security Tools and Automation","*.prod.pspo.roche.com|*.dev.pspo.roche.com|*.sbox.pspo.roche.com|*.staging.pspo.roche.com|*.qa.pspo.roche.com|*.uat.pspo.roche.com|*.preprod.pspo.roche.com|*.pspo.roche.com",""
"18.169.216.108","poc.support.roche.com","Roche","",""
"18.170.238.44","notifications-dev.support.roche.com","Roche","",""
"3.78.16.28","CloudFlare Origin Certificate","CloudFlare, Inc.","ordering-dev.roche.com|ordering-preprod.roche.com|ordering-test.roche.com|ordering.roche.com",""
"3.79.251.140","old3.orders-emea-test2.roche.com","Magento Cloud","",""
"3.77.174.102","lb-sb-translations.navify-uat.roche.com","","lb-sb-translations.navify-uat.roche.com",""
"3.77.182.62","api-test-at.roche.com","","api-test-at.roche.com",""
"3.77.187.47","rsotool.roche.com","","rsotool.roche.com",""
"3.77.248.105","ssd6.diafr.roche.com","","ssd6.diafr.roche.com",""
"3.72.176.128","qa-xtm.dpmsys.roche.com","","qa-xtm.dpmsys.roche.com",""
"3.72.189.146","dplm-test.roche.com","","dplm-test.roche.com",""
"3.73.21.99","serviceanalytics-test.dialog.roche.com","","serviceanalytics-test.dialog.roche.com",""
"3.73.200.42","CloudFlare Origin Certificate","CloudFlare, Inc.","ordering-dev.roche.com|ordering-preprod.roche.com|ordering-test.roche.com|ordering.roche.com",""
"3.73.237.40","dev-leap.roche.com","","dev-leap.roche.com|iisportal-dev.roche.com|myaccess-connect-dev.roche.com|stride-dev.roche.com|www.dev-leap.roche.com|www.iisportal-dev.roche.com",""
"3.74.29.95","learningcontentcommunity.roche.com","F. Hoffmann-La Roche Ltd","learningcontentcommunity-tst.roche.com|learningcontentcommunity-dev.roche.com|*.learningcontentcommunity-dev.roche.com|*.learningcontentcommunity-tst.roche.com|*.learningcontentcommunity.roche.com|*.amazonaws.com|*.cloudfront.net|*.*.*.elasticbeanstalk.com|*.eu-central-1.elb.amazonaws.com|d16ojzkv8p3v6g.cloudfront.net|cocpprod-env.eba-gweq7z2w.eu-central-1.elasticbeanstalk.com|awseb-AWSEB-1XWIMFWBU6BTX-1100824665.eu-central-1.elb.amazonaws.com|learningcontentcommunity.roche.com",""
"3.74.83.45","serviceanalytics-test.dialog.roche.com","","serviceanalytics-test.dialog.roche.com",""
"3.74.103.160","ssd6.diafr.roche.com","","ssd6.diafr.roche.com",""
"3.74.176.111","staging-app1.cwp.roche.com","","staging-app1.cwp.roche.com",""
"3.75.6.203","api-dev-at.roche.com","","api-dev-at.roche.com",""
"3.75.60.159","dev-website-datasources.cwp.roche.com","","dev-website-datasources.cwp.roche.com",""
"3.75.127.56","old3.orders-emea-test2.roche.com","Magento Cloud","",""
"3.75.129.133","globaleln-dev.roche.com","","globaleln-dev.roche.com",""
"54.215.81.178","fcworkflow.roche.com","","fcworkflow.roche.com|www.fcworkflow.roche.com",""
"54.172.218.90","lclm-tst.roche.com","","lclm-tst.roche.com|lclm-dev.roche.com",""
"18.223.14.170","mcstaging.roche.com","Magento Cloud","",""
"54.202.191.143","api-cmg-oasis-prod-deepsense-v2.roche.com","","api-cmg-oasis-prod-deepsense-v2.roche.com",""
"13.213.146.31","qa-apac.leap.roche.com","","qa-apac.leap.roche.com",""
"18.133.13.204","notifications-dev.support.roche.com","Roche","",""
"18.133.21.100","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"18.133.135.253","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"18.135.118.55","notifications-test.support.roche.com","Roche","",""
"18.135.130.25","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"18.135.251.190","notifications-test.support.roche.com","Roche","",""
"18.136.64.153","mcstaging.orders-apac.roche.com","Magento Cloud","",""
"18.140.10.62","mcstaging2.orders-apac.roche.com","Magento Cloud","",""
"18.140.76.131","mcprod.orders-apac.roche.com","Magento Cloud","",""
"18.140.84.106","mcstaging2.orders-apac.roche.com","Magento Cloud","",""
"18.141.67.196","mcstaging.orders-apac.roche.com","Magento Cloud","",""
"18.141.116.249","mcstaging2.orders-apac.roche.com","Magento Cloud","",""
"35.178.248.6","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"3.12.72.213","orders-us-test2.roche.com","Magento Cloud","",""
"57.181.49.220","twbbc.roche.com","","twbbc.roche.com|www.twbbc.roche.com",""
"3.235.72.239","*.spotlight.roche.com","","*.spotlight.roche.com|*.prod.spotlight.roche.com|*.dev.spotlight.roche.com|*.sbox.spotlight.roche.com",""
"52.29.3.83","prod-mock.dpmsys.roche.com","","prod-mock.dpmsys.roche.com",""
"52.29.75.164","orders-emea.roche.com","Magento Cloud","",""
"52.29.84.248","CloudFlare Origin Certificate","CloudFlare, Inc.","ordering-dev.roche.com|ordering-preprod.roche.com|ordering-test.roche.com|ordering.roche.com",""
"52.29.211.68","facade.tnt-aspiredev.roche.com","","facade.tnt-aspiredev.roche.com",""
"52.29.211.253","drtest-emea.leap.roche.com","","drtest-emea.leap.roche.com",""
"52.29.220.228","serviceanalytics.dialog.roche.com","","serviceanalytics.dialog.roche.com",""
"52.29.234.89","orders-emea-test2.roche.com","Magento Cloud","",""
"52.29.244.13","serviceanalytics-dev.dialog.roche.com","","serviceanalytics-dev.dialog.roche.com",""
"18.138.176.138","qa-apac.leap.roche.com","","qa-apac.leap.roche.com",""
"18.139.61.54","mcstaging.orders-apac.roche.com","Magento Cloud","",""
"3.90.118.172","api.staging.seqqc.roche.com","","api.staging.seqqc.roche.com",""
"71.132.18.218","sol-aws-cn-dev-04.asia.roche.com","","mr-rn3ujnhm7of.messaging.solace.cloud|sol-aws-cn-dev-04.asia.roche.com|sol-aws-cn-dev-04.roche.com.cn",""
"71.132.58.187","sol-aws-cn-dev-02.asia.roche.com","","sol-aws-cn-dev-02.asia.roche.com|mr-izppiir0ycg.messaging.solace.cloud|sol-aws-cn-dev-02.roche.com.cn",""
"35.178.242.44","notifications-dev.support.roche.com","Roche","",""
"35.179.205.63","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"35.179.230.56","support.roche.com","","support.roche.com|support-dev.roche.com|support-experimental.roche.com|support-preprod.roche.com|support-prod.roche.com|support-test.roche.com",""
"18.181.28.251","twbbc.roche.com","","twbbc.roche.com|www.twbbc.roche.com",""
"3.12.72.213","orders-us-test2.roche.com","Magento Cloud","",""
"13.40.20.250","support.roche.com","","support.roche.com|support-dev.roche.com|support-experimental.roche.com|support-preprod.roche.com|support-prod.roche.com|support-test.roche.com",""
"13.41.91.209","CloudFlare Origin Certificate","CloudFlare, Inc.","support-dev.roche.com|support-experimental.roche.com|support-jwt.roche.com|support-preprod.roche.com|support-test.roche.com|support.roche.com",""
"13.42.220.108","notifications-dev.support.roche.com","Roche","",""
"34.95.103.249","sublime.secure.roche.com","","sublime.secure.roche.com",""
"34.98.76.213","cloudflare-waf-demo-gcp-sj.secure.roche.com","","cloudflare-waf-demo-gcp-sj.secure.roche.com",""
"34.49.54.20","backstage-dev.roche.com","","backstage-dev.roche.com",""
"34.89.212.165","*.code-dev.roche.com","","*.code-dev.roche.com",""
"35.190.117.127","telemetry-admin.secure.roche.com","","telemetry-admin.secure.roche.com",""
"35.227.208.13","datacatalog.roche.com","","datacatalog.roche.com|www.datacatalog.roche.com|www.datacatalog.gene.com|datacatalog.gene.com",""
"35.227.250.36","assets.code-test.roche.com","","assets.code-test.roche.com",""
"35.186.237.64","caa-check.secure.roche.com","","caa-check.secure.roche.com",""
